tt_code,primary_cluster,primary_probability,secondary_cluster,secondary_probability,sub_cluster,rail_label,cluster_name,cluster_description,sub_cluster_name,umap_x,umap_y
tt0057191,7,1.0,6,1.4345722788825877e-307,3,Musical Romances and Comedies → Whimsical European Romps,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Whimsical European Romps,7.381709,-1.4163705
tt0057193,33,0.5306343244075544,34,0.034786296837673356,1,Comedic Quests and Capers → California Comedic Caper Coasters,Comedic Quests and Capers,"Unifying films with lighthearted, humorous narratives that often feature adventurous protagonists on a mission or journey.",California Comedic Caper Coasters,8.290612,3.643725
tt0057197,17,0.3447506424918763,16,0.029773648071559102,3,Medieval Fantasy Odyssey Cluster → Submerged Realms,Medieval Fantasy Odyssey Cluster,"These films share a common blend of high fantasy, adventure, and action elements set in medieval-inspired worlds.",Submerged Realms,7.6534944,0.5423945
tt0057200,-1,0.0,43,0.06016463899892997,-1,Outlier,,,,7.6231866,4.976835
tt0057212,3,1.0,10,5.360231477466389e-308,7,East Asian Action Cinema Cluster → Samurai-Infused Action Films,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Samurai-Infused Action Films,10.437168,0.5532147
tt0057238,3,1.0,10,5.361926228493293e-308,11,East Asian Action Cinema Cluster → Dark Yakuza Noir,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Dark Yakuza Noir,10.405544,0.62765247
tt0057239,30,1.0,31,0.080803422793968,1,Romantic Comedies of Self-Discovery → European Romantic Dramas of Sorrow,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Dramas of Sorrow,6.059718,2.8184392
tt0057329,-1,0.0,28,0.02020746787147345,-1,Outlier,,,,5.8914566,2.2923226
tt0057344,-1,0.0,20,0.10093333310663948,-1,Outlier,,,,7.005508,4.1354995
tt0057413,20,0.5341966313590611,34,0.03270041196850788,1,Gritty Crime Comedies → American Action Comedies,Gritty Crime Comedies,"These films blend dark humor and crime thrills, often with a British or American setting.",American Action Comedies,7.505112,4.2167234
tt0057434,-1,0.0,37,0.058793566821961206,-1,Outlier,,,,7.061921,4.466519
tt0057468,20,1.0,27,2.5482363283925406e-307,1,Gritty Crime Comedies → American Action Comedies,Gritty Crime Comedies,"These films blend dark humor and crime thrills, often with a British or American setting.",American Action Comedies,7.321742,4.5528545
tt0057518,8,1.0,11,8.857849811553526e-308,0,Cyberpunk Odyssey Cluster → Satirical Sci-Fi Romps,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Satirical Sci-Fi Romps,7.5152507,0.96695864
tt0057546,10,1.0,16,0.023330092298131586,5,Whimsical Fantasy Comedies → Fantastical Romps with Royalty,Whimsical Fantasy Comedies,"These films share a lighthearted, imaginative blend of adventure, comedy, and fantasy elements.",Fantastical Romps with Royalty,7.925214,-1.4496818
tt0057568,7,1.0,6,1.250097986449684e-307,2,Musical Romances and Comedies → Asian-Driven Romantic Dramas,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Asian-Driven Romantic Dramas,7.650455,-1.5427457
tt0057628,17,0.8091714984189295,16,0.02817741671748813,4,Medieval Fantasy Odyssey Cluster → Chivalric Dramas,Medieval Fantasy Odyssey Cluster,"These films share a common blend of high fantasy, adventure, and action elements set in medieval-inspired worlds.",Chivalric Dramas,7.862755,0.7802061
tt0057637,18,1.0,17,0.02848427667704755,9,Whimsical Fantastical Comedies → Comedic Fantasies with Bite,Whimsical Fantastical Comedies,"These films blend fantasy, comedy, and satire to create a unique narrative voice.",Comedic Fantasies with Bite,6.980369,1.5076426
tt0057677,20,0.4476224060260617,39,0.037319426807399726,0,Gritty Crime Comedies → Psychological Gritty Thrillers,Gritty Crime Comedies,"These films blend dark humor and crime thrills, often with a British or American setting.",Psychological Gritty Thrillers,7.47843,4.8248343
tt0057704,3,1.0,10,0.016126842382552953,7,East Asian Action Cinema Cluster → Samurai-Infused Action Films,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Samurai-Infused Action Films,10.289371,0.58295536
tt0057715,3,1.0,10,0.008373230978082905,7,East Asian Action Cinema Cluster → Samurai-Infused Action Films,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Samurai-Infused Action Films,10.456379,0.52648604
tt0057840,21,1.0,19,2.8453620797143207e-307,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.937117,3.050478
tt0057917,21,0.7320182441697795,30,0.06548849895022281,3,Romantic Realities → Bittersweet Entanglements,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Bittersweet Entanglements,6.6526284,2.9156334
tt0057984,38,1.0,37,0.05267861354062261,27,Psychological Horror Thrillers → European Gothic Mysteries,Psychological Horror Thrillers,Characterized by intense psychological horror and suspenseful atmospheres.,European Gothic Mysteries,7.0371037,3.8510492
tt0058006,21,1.0,19,0.04364423016501281,2,Romantic Realities → Fantastical Quests,Romantic Realities,"Exploring the complexities and nuances of human relationships through nuanced, character-driven narratives.",Fantastical Quests,7.4687343,3.3015926
tt0058018,-1,0.0,28,0.042248644842800144,-1,Outlier,,,,5.858271,2.2935412
tt0058092,19,1.0,21,5.423930854001858e-307,-1,Island Escapades and Romances → (sub-outlier),Island Escapades and Romances,"These films combine adventure, comedy, and romance set on idyllic island settings.",(sub-outlier),7.583685,2.8845987
tt0058150,41,1.0,43,2.226443072918235e-307,0,High-Octane Thrill Ride → Thrill Ride with a Twist,High-Octane Thrill Ride,"These films combine intense action, suspenseful atmosphere, and relentless chases to create a pulse-pounding cinematic experience.",Thrill Ride with a Twist,9.977412,4.598553
tt0058154,-1,0.0,29,0.049543766885483384,-1,Outlier,,,,6.0511384,2.1792305
tt0058166,12,1.0,13,4.6856154752766645e-307,-1,Asian Dramas of Sorrow → (sub-outlier),Asian Dramas of Sorrow,"These films share a common focus on the struggles and cultural nuances of East Asia, often with melancholic and reflective narratives.",(sub-outlier),10.557306,1.7989333
tt0058213,26,0.9666974342730823,40,0.048062855557819174,3,The Shadowed Thrill Ride → Thrill Ride of Paranoia,The Shadowed Thrill Ride,"These films masterfully weave together suspense, deception, and crime to create a thrilling cinematic experience.",Thrill Ride of Paranoia,6.7751904,5.0348034
tt0058247,0,1.0,3,1.110555903824334e-308,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.5057054,-0.13716719
tt0058263,13,1.0,12,0.10053422680337781,2,War and Human Struggle → Romantic Realities of War,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Romantic Realities of War,10.936603,2.3819828
tt0058281,30,1.0,31,5.245707207360346e-307,1,Romantic Comedies of Self-Discovery → European Romantic Dramas of Sorrow,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Dramas of Sorrow,6.140052,2.8177125
tt0058311,8,0.4995324303799213,17,0.03462359602737863,4,Cyberpunk Odyssey Cluster → High-Tech Fantasy Odyssey,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",High-Tech Fantasy Odyssey,7.862351,0.77969736
tt0058331,16,1.0,10,1.6432664959168131e-307,-1,Wholesome Family Fantasies → (sub-outlier),Wholesome Family Fantasies,"These films share a common blend of lighthearted adventure, heartwarming family dynamics, and uplifting emotional tone.",(sub-outlier),6.8757205,-0.2979112
tt0058333,22,0.26567089442284636,38,0.022785194685379543,3,Dark Fantasy Horror Realm → Psychological Dark Realms,Dark Fantasy Horror Realm,"These films unite as eerie, supernatural tales that explore the darker corners of human experience.",Psychological Dark Realms,6.867015,3.348763
tt0058335,30,0.8060383058800795,28,0.07594357429997078,6,Romantic Comedies of Self-Discovery → Romantic Comedies with Mortal Stakes,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",Romantic Comedies with Mortal Stakes,5.9117107,2.5719872
tt0058385,7,1.0,6,1.4946193024092295e-307,3,Musical Romances and Comedies → Whimsical European Romps,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Whimsical European Romps,7.35507,-1.4011401
tt0058430,3,1.0,10,0.012790091845585178,11,East Asian Action Cinema Cluster → Dark Yakuza Noir,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Dark Yakuza Noir,10.307323,0.6111545
tt0058461,0,0.4142752849544701,3,0.0019140441157260264,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.4938083,-0.16943198
tt0058534,7,0.5115312677509577,6,0.045014740289325644,1,Musical Romances and Comedies → Romantic Melodramas,Musical Romances and Comedies,"These films celebrate joy, love, and performance through music, comedy, and heartwarming storylines.",Romantic Melodramas,7.2119236,-1.0851331
tt0058557,-1,0.0,40,0.0767802661796549,-1,Outlier,,,,7.197985,4.908326
tt0058586,-1,0.0,27,0.09664260668680648,-1,Outlier,,,,7.101029,4.1344967
tt0058715,14,1.0,9,0.03871071861525459,22,The Biographical Odyssey Cluster → The Theatrical Biopic Cluster,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",The Theatrical Biopic Cluster,9.057485,1.2170568
tt0058869,3,1.0,10,5.352579272720074e-308,11,East Asian Action Cinema Cluster → Dark Yakuza Noir,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Dark Yakuza Noir,10.449594,0.565957
tt0058947,12,1.0,13,4.5846302277472694e-307,-1,Asian Dramas of Sorrow → (sub-outlier),Asian Dramas of Sorrow,"These films share a common focus on the struggles and cultural nuances of East Asia, often with melancholic and reflective narratives.",(sub-outlier),10.507249,1.8148869
tt0058977,41,0.7698737348208032,43,0.041911649920650614,2,High-Octane Thrill Ride → Mystery-Driven Thrills,High-Octane Thrill Ride,"These films combine intense action, suspenseful atmosphere, and relentless chases to create a pulse-pounding cinematic experience.",Mystery-Driven Thrills,9.518956,5.012211
tt0058985,25,0.8510733626681279,31,0.02315048031587699,2,French Romantic Dramas → French Coming-of-Age Romances,French Romantic Dramas,Character-driven love stories set against the backdrop of France.,French Coming-of-Age Romances,6.0920153,3.2590044
tt0058990,-1,0.0,31,0.07357607817296669,-1,Outlier,,,,6.4860997,3.6566594
tt0059028,2,1.0,3,0.008169068260801333,0,Indian Action Dramas → Romantic Indian Dramas,Indian Action Dramas,"These films share a common blend of action, drama, and cultural elements set against the backdrop of modern India.",Romantic Indian Dramas,10.563544,-1.5789497
tt0059029,3,1.0,17,0.013561476309684484,10,East Asian Action Cinema Cluster → Supernatural Thriller Rail,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Supernatural Thriller Rail,9.905792,0.9062495
tt0059050,-1,0.0,20,0.039168357749563024,-1,Outlier,,,,6.632118,4.448014
tt0059063,30,1.0,31,5.0755420032757515e-307,1,Romantic Comedies of Self-Discovery → European Romantic Dramas of Sorrow,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Dramas of Sorrow,6.06629,2.8667471
tt0059084,30,1.0,31,0.07857678926322449,1,Romantic Comedies of Self-Discovery → European Romantic Dramas of Sorrow,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Dramas of Sorrow,6.12244,3.0125673
tt0059112,-1,0.0,28,0.04566483624186978,-1,Outlier,,,,5.9093056,2.4083726
tt0059113,13,0.9234238989391711,12,0.11574739289541988,2,War and Human Struggle → Romantic Realities of War,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Romantic Realities of War,10.671178,2.473534
tt0059205,3,0.7803545018389928,10,0.02248429222909166,3,East Asian Action Cinema Cluster → Cyberpunk East Asia,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Cyberpunk East Asia,10.0900135,0.3849323
tt0059219,14,1.0,12,0.054518866727258926,4,The Biographical Odyssey Cluster → The Eastern Epic Cluster,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",The Eastern Epic Cluster,9.573756,1.3003057
tt0059232,0,0.5577551675261448,3,0.0015983927315856771,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.4316325,-0.20314898
tt0059245,14,1.0,9,0.04288046037614521,22,The Biographical Odyssey Cluster → The Theatrical Biopic Cluster,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",The Theatrical Biopic Cluster,9.097783,1.2422696
tt0059290,8,1.0,11,1.0409407035131414e-307,30,Cyberpunk Odyssey Cluster → Neuro-Horror Subcluster,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Neuro-Horror Subcluster,7.6549983,1.4018672
tt0059320,3,1.0,10,5.348214006756062e-308,11,East Asian Action Cinema Cluster → Dark Yakuza Noir,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Dark Yakuza Noir,10.472005,0.5806397
tt0059325,30,1.0,31,4.9926641624806554e-307,1,Romantic Comedies of Self-Discovery → European Romantic Dramas of Sorrow,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Dramas of Sorrow,6.134662,2.960168
tt0059382,20,0.8668570133203554,27,0.030276180702451663,1,Gritty Crime Comedies → American Action Comedies,Gritty Crime Comedies,"These films blend dark humor and crime thrills, often with a British or American setting.",American Action Comedies,7.3977127,4.292192
tt0059399,9,0.6211046004047742,14,0.023242760528797368,2,Epic Quests of Old England → American Odyssey Subcluster,Epic Quests of Old England,"These films unite as sweeping, action-packed tales of heroic struggle and adventure set against the richly detailed backdrop of medieval Britain.",American Odyssey Subcluster,8.484907,1.9795226
tt0059418,0,0.7304488011445395,3,0.0012491084032619584,0,The American Frontier Odyssey → Western Quests and Legends,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Western Quests and Legends,-5.50749,-0.12812299
tt0059496,26,0.7441911884522108,37,0.047274369551816735,0,The Shadowed Thrill Ride → Psychological Family Thrills,The Shadowed Thrill Ride,"These films masterfully weave together suspense, deception, and crime to create a thrilling cinematic experience.",Psychological Family Thrills,6.8339257,4.903668
tt0059527,13,1.0,12,0.1474002888514224,0,War and Human Struggle → European Wartime Odyssey,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,European Wartime Odyssey,10.804629,2.0875409
tt0059539,13,1.0,12,4.645845978000616e-307,0,War and Human Struggle → European Wartime Odyssey,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,European Wartime Odyssey,10.790172,2.243152
tt0059550,20,0.6124338185710173,34,0.03466422647865898,1,Gritty Crime Comedies → American Action Comedies,Gritty Crime Comedies,"These films blend dark humor and crime thrills, often with a British or American setting.",American Action Comedies,7.4399824,4.2674956
tt0059573,6,1.0,7,1.5204762479186606e-307,4,Romantic Melodrama Cluster → Neon Noir Romanticism,Romantic Melodrama Cluster,Character-driven stories emphasizing emotional depth and musical elements.,Neon Noir Romanticism,6.625443,-0.32450375
tt0059588,8,1.0,11,0.03497957914213168,19,Cyberpunk Odyssey Cluster → California Cyberpunk,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",California Cyberpunk,8.102423,1.1003772
tt0059677,3,1.0,10,5.397496941014686e-308,7,East Asian Action Cinema Cluster → Samurai-Infused Action Films,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Samurai-Infused Action Films,10.441316,0.5536805
tt0059714,3,1.0,10,5.327732307553536e-308,11,East Asian Action Cinema Cluster → Dark Yakuza Noir,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Dark Yakuza Noir,10.49417,0.62214106
tt0059724,13,1.0,12,0.04659467970636474,3,War and Human Struggle → Comedic Resistance,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Comedic Resistance,11.031787,2.46569
tt0059727,-1,0.0,37,0.04297969057794777,-1,Outlier,,,,7.1874046,4.1965733
tt0059742,14,0.8397062419056508,15,0.15243953043947983,0,The Biographical Odyssey Cluster → Comedic Biographical Romps,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",Comedic Biographical Romps,7.959064,0.6474608
tt0059798,29,0.7533475856496135,30,0.02580459755924789,0,Romantic NYC Comedies → Dark Romantic NYC,Romantic NYC Comedies,"These films share a common blend of romance, humor, and New York City settings.",Dark Romantic NYC,5.214068,3.0944831
tt0059800,41,1.0,43,2.1631061728036426e-307,0,High-Octane Thrill Ride → Thrill Ride with a Twist,High-Octane Thrill Ride,"These films combine intense action, suspenseful atmosphere, and relentless chases to create a pulse-pounding cinematic experience.",Thrill Ride with a Twist,9.993738,4.5795183
tt0059856,26,1.0,37,0.04698700576904879,4,The Shadowed Thrill Ride → Dark Aesthetic Subversion,The Shadowed Thrill Ride,"These films masterfully weave together suspense, deception, and crime to create a thrilling cinematic experience.",Dark Aesthetic Subversion,6.4848366,4.718102
tt0059880,8,1.0,11,0.057017831120473,43,Cyberpunk Odyssey Cluster → Horror-Infused Cyberpunk,Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",Horror-Infused Cyberpunk,7.5335307,1.9972819
tt0059884,13,0.48067709322210955,12,0.08645401848680928,2,War and Human Struggle → Romantic Realities of War,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Romantic Realities of War,10.520358,2.4037788
tt0060097,38,1.0,37,3.1173952548369227e-307,4,Psychological Horror Thrillers → Atmospheric Psychological Terror,Psychological Horror Thrillers,Characterized by intense psychological horror and suspenseful atmospheres.,Atmospheric Psychological Terror,6.44317,4.09412
tt0060107,14,1.0,9,0.04334995028187933,17,The Biographical Odyssey Cluster → Epic Masterpiece Cluster,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",Epic Masterpiece Cluster,9.010246,1.1073716
tt0060176,26,0.8778456202099018,27,0.044317031580388536,7,The Shadowed Thrill Ride → European Noir Thriller,The Shadowed Thrill Ride,"These films masterfully weave together suspense, deception, and crime to create a thrilling cinematic experience.",European Noir Thriller,6.9897146,4.791576
tt0060196,0,0.470450871469544,3,0.0017352993817218462,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.492479,-0.15154809
tt0060200,20,0.5130246169095353,34,0.03123258028754597,1,Gritty Crime Comedies → American Action Comedies,Gritty Crime Comedies,"These films blend dark humor and crime thrills, often with a British or American setting.",American Action Comedies,7.503881,4.2918663
tt0060277,3,1.0,10,5.382900938702515e-308,7,East Asian Action Cinema Cluster → Samurai-Infused Action Films,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Samurai-Infused Action Films,10.445941,0.5507218
tt0060318,13,1.0,12,0.1388653754965354,0,War and Human Struggle → European Wartime Odyssey,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,European Wartime Odyssey,10.809668,2.0365336
tt0060380,38,0.9743384658699705,37,0.09071236968532406,7,Psychological Horror Thrillers → Dark Psychological Descent,Psychological Horror Thrillers,Characterized by intense psychological horror and suspenseful atmospheres.,Dark Psychological Descent,7.3002796,4.2817774
tt0060420,16,1.0,10,0.019079140221319527,6,Wholesome Family Fantasies → Heartwarming Life Stories,Wholesome Family Fantasies,"These films share a common blend of lighthearted adventure, heartwarming family dynamics, and uplifting emotional tone.",Heartwarming Life Stories,6.6218743,-0.20680237
tt0060424,30,1.0,29,0.0690037958006847,17,Romantic Comedies of Self-Discovery → Comedies of Relatable Struggle,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",Comedies of Relatable Struggle,5.58927,2.3222926
tt0060486,3,1.0,10,0.006467850675047851,11,East Asian Action Cinema Cluster → Dark Yakuza Noir,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Dark Yakuza Noir,10.399516,0.69953585
tt0060558,0,0.30876348024964534,3,0.0018102051673469525,0,The American Frontier Odyssey → Western Quests and Legends,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Western Quests and Legends,-5.466595,-0.1713297
tt0060579,3,1.0,10,0.02635732475445841,9,East Asian Action Cinema Cluster → Medieval Fantasy Action,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Medieval Fantasy Action,9.740044,0.55421203
tt0060666,38,1.0,37,0.07978518828157058,11,Psychological Horror Thrillers → Supernatural Psychological Thrillers,Psychological Horror Thrillers,Characterized by intense psychological horror and suspenseful atmospheres.,Supernatural Psychological Thrillers,6.9668245,3.7326908
tt0060668,14,1.0,9,0.03377008723027697,16,The Biographical Odyssey Cluster → Medieval Epics,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",Medieval Epics,9.229653,1.0710748
tt0060675,25,0.7278430149199685,31,0.036481091616326074,5,French Romantic Dramas → French Existentialist Romances,French Romantic Dramas,Character-driven love stories set against the backdrop of France.,French Existentialist Romances,6.214389,3.3811235
tt0060728,-1,0.0,43,0.03198817862760674,-1,Outlier,,,,9.629419,4.3705316
tt0060749,17,0.9583399586825443,18,0.015852272983972897,2,Medieval Fantasy Odyssey Cluster → Dark Medieval Quests,Medieval Fantasy Odyssey Cluster,"These films share a common blend of high fantasy, adventure, and action elements set in medieval-inspired worlds.",Dark Medieval Quests,7.8129764,0.8275772
tt0060754,0,1.0,3,1.110662806650499e-308,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.4490237,-0.17642345
tt0060818,20,1.0,27,2.4058012033619977e-307,1,Gritty Crime Comedies → American Action Comedies,Gritty Crime Comedies,"These films blend dark humor and crime thrills, often with a British or American setting.",American Action Comedies,7.324399,4.443413
tt0060820,0,0.9681128781315325,3,0.0008614405372381677,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.520945,-0.21562397
tt0060827,-1,0.0,40,0.07016519592509735,-1,Outlier,,,,7.1913695,4.6508923
tt0060880,41,1.0,43,0.04067485487835754,2,High-Octane Thrill Ride → Mystery-Driven Thrills,High-Octane Thrill Ride,"These films combine intense action, suspenseful atmosphere, and relentless chases to create a pulse-pounding cinematic experience.",Mystery-Driven Thrills,9.569542,5.0970025
tt0060908,13,1.0,12,0.075855551099542,5,War and Human Struggle → Satirical Reckoning,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Satirical Reckoning,10.936785,2.3307657
tt0060921,13,0.9154041319831095,12,0.06679451124089178,3,War and Human Struggle → Comedic Resistance,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,Comedic Resistance,11.034724,2.4868937
tt0060965,33,0.5232528420818461,19,0.046417319606353244,2,Comedic Quests and Capers → Eastern-Driven Comedic Adventures,Comedic Quests and Capers,"Unifying films with lighthearted, humorous narratives that often feature adventurous protagonists on a mission or journey.",Eastern-Driven Comedic Adventures,8.452663,3.1348474
tt0061069,3,1.0,10,0.017912426972200243,1,East Asian Action Cinema Cluster → Fantastical Adventure Rail,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Fantastical Adventure Rail,9.123718,-0.4866609
tt0061093,-1,0.0,28,0.04649331891456665,-1,Outlier,,,,5.9166718,2.428812
tt0061177,33,0.7921089503418961,34,0.05588439174834904,0,Comedic Quests and Capers → Satirical Escapades,Comedic Quests and Capers,"Unifying films with lighthearted, humorous narratives that often feature adventurous protagonists on a mission or journey.",Satirical Escapades,8.458217,3.6606302
tt0061391,18,1.0,17,0.023172978370893698,9,Whimsical Fantastical Comedies → Comedic Fantasies with Bite,Whimsical Fantastical Comedies,"These films blend fantasy, comedy, and satire to create a unique narrative voice.",Comedic Fantasies with Bite,6.983382,1.4857565
tt0061405,41,1.0,43,0.03839455046040297,1,High-Octane Thrill Ride → Thriller's Darker Edge,High-Octane Thrill Ride,"These films combine intense action, suspenseful atmosphere, and relentless chases to create a pulse-pounding cinematic experience.",Thriller's Darker Edge,9.676522,5.018687
tt0061418,14,1.0,15,0.029562614738019303,32,The Biographical Odyssey Cluster → Crime-Fueled Odyssey,The Biographical Odyssey Cluster,"These films share a common narrative thread, exploring the lives and struggles of historical figures.",Crime-Fueled Odyssey,8.6761265,1.825725
tt0061512,35,0.6255475486648822,39,0.045526508161233624,0,Southern Gothic Thrillers → Southern Crime Noir,Southern Gothic Thrillers,These films explore the darker aspects of American South culture and society through crime thrillers and dramas.,Southern Crime Noir,7.8601327,4.4596925
tt0061529,8,1.0,11,1.3327095304088279e-307,-1,Cyberpunk Odyssey Cluster → (sub-outlier),Cyberpunk Odyssey Cluster,"These films unite as futuristic, high-tech thrillers exploring the intersection of science and humanity.",(sub-outlier),7.7031407,2.036076
tt0061556,41,0.8413610433619697,43,0.04190906113279784,2,High-Octane Thrill Ride → Mystery-Driven Thrills,High-Octane Thrill Ride,"These films combine intense action, suspenseful atmosphere, and relentless chases to create a pulse-pounding cinematic experience.",Mystery-Driven Thrills,9.480737,5.1334143
tt0061578,13,1.0,12,0.05143434357435149,0,War and Human Struggle → European Wartime Odyssey,War and Human Struggle,Films that explore the human experience during wartime and its aftermath.,European Wartime Odyssey,10.731952,2.340793
tt0061582,0,0.5417845811443542,3,0.0016977122702236964,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.4602547,-0.1956502
tt0061626,-1,0.0,31,0.04927108966009436,-1,Outlier,,,,6.626524,2.3900177
tt0061722,-1,0.0,28,0.055434484489866036,-1,Outlier,,,,5.9247823,2.535885
tt0061810,-1,0.0,43,0.031164281903529854,-1,Outlier,,,,9.692124,4.3668637
tt0061811,-1,0.0,39,0.06774218809310659,-1,Outlier,,,,7.2981453,4.7300234
tt0061832,0,0.9292830153761922,3,0.0009173808848585572,1,The American Frontier Odyssey → Romantic Trailblazers,The American Frontier Odyssey,These films share a common narrative thread of rugged individualism and pursuit of justice on the open range.,Romantic Trailblazers,-5.478445,-0.19458222
tt0061839,30,1.0,31,4.6327720432753955e-307,1,Romantic Comedies of Self-Discovery → European Romantic Dramas of Sorrow,Romantic Comedies of Self-Discovery,"These films balance lighthearted humor with explorations of love, relationships, and personal growth.",European Romantic Dramas of Sorrow,6.124642,2.9279265
tt0061841,-1,0.0,20,0.03169107782832652,-1,Outlier,,,,6.581946,3.737046
tt0061852,10,1.0,16,0.03492152161850414,22,Whimsical Fantasy Comedies → Heartwarming Americana Fantasies,Whimsical Fantasy Comedies,"These films share a lighthearted, imaginative blend of adventure, comedy, and fantasy elements.",Heartwarming Americana Fantasies,7.5550003,-1.7692508
tt0061868,3,0.6688306046746054,10,0.021920926952686035,3,East Asian Action Cinema Cluster → Cyberpunk East Asia,East Asian Action Cinema Cluster,"Characterized by intense, stylized action and exploration of Asian culture.",Cyberpunk East Asia,9.808533,0.44738254
