tt_code,primary_cluster,primary_probability,secondary_cluster,secondary_probability,sub_cluster,rail_label,cluster_name,cluster_description,sub_cluster_name,umap_x,umap_y
tt0109028,-1,0.0,33,0.04174404374731362,-1,Outlier,,,,9.277902,6.764453
tt0109035,3,0.8250201594337244,9,0.006503213666601101,-1,Underdog Sports Inspirations → (sub-outlier),Underdog Sports Inspirations,Films about overcoming adversity through sports and friendship.,(sub-outlier),6.739018,8.118435
tt0109190,11,1.0,8,0.046607152258780024,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),10.066899,11.660019
tt0109198,10,0.7748938353334593,18,0.030418637020659292,-1,Medieval Epic Quests → (sub-outlier),Medieval Epic Quests,"Films featuring heroic protagonists, medieval settings, and action-packed adventures.",(sub-outlier),9.755496,9.530377
tt0109254,28,0.7484262524469723,30,0.05882037543621616,-1,LA Noir Thrillers → (sub-outlier),LA Noir Thrillers,Character-driven crime thrillers set in Los Angeles and California,(sub-outlier),11.460456,7.466086
tt0109279,11,1.0,8,0.035374371025019315,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.444943,12.260349
tt0109361,15,1.0,14,2.024854697158451e-307,-1,Whimsy with Dark Undertones → (sub-outlier),Whimsy with Dark Undertones,"Characterized by fantastical elements, dark humor, and heartwarming sentimentality.",(sub-outlier),9.483827,10.065902
tt0109424,4,1.0,11,5.0898329878202e-308,-1,Beneath the Neon Veil → (sub-outlier),Beneath the Neon Veil,Unifying Asian-driven narratives with supernatural and martial arts elements.,(sub-outlier),12.773711,11.1068735
tt0109444,38,0.7365016511518984,42,0.04632212812529336,-1,High-Stakes Espionage Thrillers → (sub-outlier),High-Stakes Espionage Thrillers,"Characterized by intricate plots, high-octane action sequences, and morally complex protagonists.",(sub-outlier),12.505458,5.959984
tt0109446,33,0.8301049599336766,32,0.05607222529884071,-1,Thrillers of Deception → (sub-outlier),Thrillers of Deception,"These films expertly weave together mystery, suspense, and crime to create a complex web of deception.",(sub-outlier),9.627792,6.1686363
tt0109484,27,0.8794805885958664,26,0.05486245240647223,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),12.831966,8.960345
tt0109498,-1,0.0,32,0.022443129158693814,-1,Outlier,,,,9.644135,6.5660458
tt0109506,41,1.0,40,5.495012794508849e-307,-1,Gritty Crime Thrillers → (sub-outlier),Gritty Crime Thrillers,Character-driven thrillers exploring the darker side of human nature.,(sub-outlier),11.298325,5.6862893
tt0109635,-1,0.0,41,0.0634106204704389,-1,Outlier,,,,11.135293,5.7769737
tt0109642,33,0.6921769314369678,32,0.09054196512565789,-1,Thrillers of Deception → (sub-outlier),Thrillers of Deception,"These films expertly weave together mystery, suspense, and crime to create a complex web of deception.",(sub-outlier),9.484155,6.030478
tt0109707,16,1.0,9,3.0620000126543457e-307,-1,The Turbulent Artisan's Journey → (sub-outlier),The Turbulent Artisan's Journey,"These films explore the complex, often tumultuous lives of artists and creatives.",(sub-outlier),7.6758375,9.639141
tt0109739,3,0.5282724974983783,9,0.009047952514981033,-1,Underdog Sports Inspirations → (sub-outlier),Underdog Sports Inspirations,Films about overcoming adversity through sports and friendship.,(sub-outlier),6.6611648,8.361079
tt0109813,11,1.0,14,1.062750448566151e-307,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.423476,11.770209
tt0109830,27,0.7568649974301165,20,0.07138702449453713,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),11.381729,9.65837
tt0109831,27,0.9733845871691237,26,0.0726621808229798,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),12.212608,9.090394
tt0110005,-1,0.0,16,0.06660011617187907,-1,Outlier,,,,8.024574,8.982179
tt0110008,4,1.0,8,6.519656707539093e-308,-1,Beneath the Neon Veil → (sub-outlier),Beneath the Neon Veil,Unifying Asian-driven narratives with supernatural and martial arts elements.,(sub-outlier),11.467754,12.418355
tt0110027,14,1.0,15,1.801053155884574e-307,-1,Medieval Quest Fantasies → (sub-outlier),Medieval Quest Fantasies,Characterized by heroic journeys and epic battles set in fantastical medieval realms.,(sub-outlier),8.459132,10.494395
tt0110074,15,0.6345391172616832,14,0.029647882493956248,-1,Whimsy with Dark Undertones → (sub-outlier),Whimsy with Dark Undertones,"Characterized by fantastical elements, dark humor, and heartwarming sentimentality.",(sub-outlier),9.279342,9.419449
tt0110091,26,0.8206906910468276,27,0.026963979467232835,-1,Romantic NYC Comedies → (sub-outlier),Romantic NYC Comedies,Films that explore blossoming relationships and life changes set against the backdrop of New York City.,(sub-outlier),12.653587,7.907332
tt0110115,-1,0.0,17,0.10711250200028602,-1,Outlier,,,,7.959326,9.194498
tt0110116,9,1.0,16,3.4465155485172967e-307,-1,The Tragic Artisan's Journey → (sub-outlier),The Tragic Artisan's Journey,"These films explore the struggles and triumphs of creative geniuses through poignant, often tragic narratives.",(sub-outlier),6.9923887,10.02278
tt0110148,21,1.0,34,1.719422266310797e-307,-1,Dark Fantasy Atmosphere → (sub-outlier),Dark Fantasy Atmosphere,"These films combine fantastical elements with dark, foreboding atmospheres and a focus on mood.",(sub-outlier),8.324449,8.298971
tt0110216,27,1.0,26,0.06261497676026453,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),13.034274,9.134398
tt0110259,26,0.6215180954785287,27,0.0280994427966742,-1,Romantic NYC Comedies → (sub-outlier),Romantic NYC Comedies,Films that explore blossoming relationships and life changes set against the backdrop of New York City.,(sub-outlier),12.573605,7.7320895
tt0110322,12,0.744419592058348,19,0.03126119984057028,0,War and Mourning Films → Healing Through Relationships,War and Mourning Films,Characterized by somber narratives exploring the human cost of war and conflict.,Healing Through Relationships,9.828132,10.313908
tt0110357,8,1.0,11,0.052055108810253874,-1,Whimsical Animated Adventures → (sub-outlier),Whimsical Animated Adventures,"These films unite with their charming protagonists, stunning visuals, and joyful emotional expression.",(sub-outlier),9.58745,13.470034
tt0110363,3,0.5407881379852785,9,0.010011364159654434,-1,Underdog Sports Inspirations → (sub-outlier),Underdog Sports Inspirations,Films about overcoming adversity through sports and friendship.,(sub-outlier),6.671839,8.42489
tt0110365,36,0.5725024527863979,41,0.041933350070405224,-1,Gritty Urban Psychological Thrillers → (sub-outlier),Gritty Urban Psychological Thrillers,"These films explore the darker aspects of human nature through flawed, emotionally withdrawn protagonists navigating crime-ridden urban landscapes.",(sub-outlier),11.096818,5.851935
tt0110392,33,0.9884849667671555,32,0.03669796654080597,-1,Thrillers of Deception → (sub-outlier),Thrillers of Deception,"These films expertly weave together mystery, suspense, and crime to create a complex web of deception.",(sub-outlier),9.527686,6.0929976
tt0110413,36,0.8436347410635897,41,0.05170544584992715,-1,Gritty Urban Psychological Thrillers → (sub-outlier),Gritty Urban Psychological Thrillers,"These films explore the darker aspects of human nature through flawed, emotionally withdrawn protagonists navigating crime-ridden urban landscapes.",(sub-outlier),11.201479,5.6116185
tt0110445,15,1.0,14,1.7414622440259157e-307,-1,Whimsy with Dark Undertones → (sub-outlier),Whimsy with Dark Undertones,"Characterized by fantastical elements, dark humor, and heartwarming sentimentality.",(sub-outlier),9.145282,9.886565
tt0110475,-1,0.0,14,0.032460397348539366,-1,Outlier,,,,9.220115,10.086498
tt0110478,31,0.959078189382425,30,0.03603920922451449,-1,Quirky Action Comedies → (sub-outlier),Quirky Action Comedies,Character-driven comedies with adventurous plots and offbeat humor.,(sub-outlier),11.605216,8.6625
tt0110500,27,0.9880198853866723,20,0.05005902173185999,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),11.93492,8.5061655
tt0110557,11,0.8743103692925418,8,0.040471521856139024,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),10.098273,11.610528
tt0110622,28,0.5379303411338275,30,0.053341636247599925,-1,LA Noir Thrillers → (sub-outlier),LA Noir Thrillers,Character-driven crime thrillers set in Los Angeles and California,(sub-outlier),11.366234,7.611186
tt0110632,-1,0.0,34,0.03718849074486898,-1,Outlier,,,,9.483906,6.4938
tt0110725,42,0.9750828360305748,38,0.08565845834135272,-1,High-Octane Thrill Ride → (sub-outlier),High-Octane Thrill Ride,These films combine intense action and suspense with a focus on daring heroics.,(sub-outlier),12.0032015,5.8822737
tt0110889,27,1.0,20,0.03416205424876237,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),11.841872,8.891806
tt0110912,28,0.8068337318736496,30,0.029086069230989768,-1,LA Noir Thrillers → (sub-outlier),LA Noir Thrillers,Character-driven crime thrillers set in Los Angeles and California,(sub-outlier),11.141064,7.2884126
tt0110913,21,1.0,34,1.535946175794308e-307,-1,Dark Fantasy Atmosphere → (sub-outlier),Dark Fantasy Atmosphere,"These films combine fantastical elements with dark, foreboding atmospheres and a focus on mood.",(sub-outlier),8.274628,8.58732
tt0110932,18,1.0,19,6.65764898748558e-307,-1,Leaders and Aristocrats → (sub-outlier),Leaders and Aristocrats,Films about powerful leaders and their struggles with morality and class.,(sub-outlier),8.7301035,10.09884
tt0110950,27,0.9247121153080937,26,0.08346544131464649,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),12.559283,9.072991
tt0110978,34,1.0,35,0.03326041351025351,-1,Psychological Horror Subgenre → (sub-outlier),Psychological Horror Subgenre,Character-driven horror films emphasizing psychological terror and unease.,(sub-outlier),8.628007,6.337406
tt0110989,11,1.0,8,0.04097157590849237,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.663413,11.863464
tt0111070,11,0.8777243773261145,8,0.03303254568874817,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.705198,11.771157
tt0111149,-1,0.0,41,0.026796656365253104,-1,Outlier,,,,10.723728,6.0444293
tt0111255,42,1.0,41,4.961297539597294e-307,-1,High-Octane Thrill Ride → (sub-outlier),High-Octane Thrill Ride,These films combine intense action and suspense with a focus on daring heroics.,(sub-outlier),11.643031,5.823358
tt0111257,28,1.0,30,1.7591095506015388e-307,-1,LA Noir Thrillers → (sub-outlier),LA Noir Thrillers,Character-driven crime thrillers set in Los Angeles and California,(sub-outlier),11.219639,7.1119833
tt0111280,7,1.0,13,7.187999058348786e-308,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),7.8214273,10.647644
tt0111282,7,1.0,13,0.03562720237677002,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),8.05709,10.478135
tt0111301,42,0.9500596685331972,38,0.10679536403200034,-1,High-Octane Thrill Ride → (sub-outlier),High-Octane Thrill Ride,These films combine intense action and suspense with a focus on daring heroics.,(sub-outlier),12.122618,5.8095927
tt0111418,27,1.0,26,0.07981143288659047,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),12.576976,8.980163
tt0111438,7,1.0,13,0.039598157365512775,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),7.993809,10.196102
tt0111450,4,1.0,8,4.945370484858764e-308,-1,Beneath the Neon Veil → (sub-outlier),Beneath the Neon Veil,Unifying Asian-driven narratives with supernatural and martial arts elements.,(sub-outlier),12.679981,11.713143
tt0111495,-1,0.0,24,0.03876793919806427,-1,Outlier,,,,9.688917,7.4220905
tt0111503,38,0.6010933258225537,42,0.026924076290155686,-1,High-Stakes Espionage Thrillers → (sub-outlier),High-Stakes Espionage Thrillers,"Characterized by intricate plots, high-octane action sequences, and morally complex protagonists.",(sub-outlier),12.615398,6.2709
tt0111507,25,0.9743868384914118,24,0.021103110355574082,-1,French Romantic Turmoil → (sub-outlier),French Romantic Turmoil,Exploring the complexities and passions of love in France.,(sub-outlier),10.504555,7.633451
tt0111686,-1,0.0,35,0.030775556273286413,-1,Outlier,,,,8.000537,7.37135
tt0112281,31,0.7843227509364663,30,0.056587808781429445,-1,Quirky Action Comedies → (sub-outlier),Quirky Action Comedies,Character-driven comedies with adventurous plots and offbeat humor.,(sub-outlier),11.691199,8.062533
tt0112302,20,0.3714994312242177,27,0.019369150934191837,-1,Coming-of-Age Neighborhood Tales → (sub-outlier),Coming-of-Age Neighborhood Tales,These films explore the bonds and formative experiences of young friends growing up in close-knit neighborhoods.,(sub-outlier),11.062928,10.108699
tt0112352,32,1.0,33,4.165871809292695e-307,-1,Psychological Thriller Noir Cluster → (sub-outlier),Psychological Thriller Noir Cluster,"Characterized by dark, suspenseful explorations of the human psyche.",(sub-outlier),9.158141,6.120314
tt0112384,19,1.0,18,4.080083798880911e-307,-1,Wartime Humanism → (sub-outlier),Wartime Humanism,Films exploring the human condition amidst war and conflict.,(sub-outlier),9.136663,10.677088
tt0112401,42,1.0,41,6.42875361391026e-307,-1,High-Octane Thrill Ride → (sub-outlier),High-Octane Thrill Ride,These films combine intense action and suspense with a focus on daring heroics.,(sub-outlier),11.628163,5.9311614
tt0112427,-1,0.0,24,0.051361866715567375,-1,Outlier,,,,11.553066,8.47319
tt0112431,11,1.0,8,1.212647817597313e-307,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.555479,12.19329
tt0112442,30,0.6636787979323926,22,0.032184725122560744,-1,Darkly Comedic Crime Thrillers → (sub-outlier),Darkly Comedic Crime Thrillers,These films combine dark humor with crime and adventure elements.,(sub-outlier),11.734507,7.457637
tt0112443,38,0.745031618394767,42,0.03461697725482307,-1,High-Stakes Espionage Thrillers → (sub-outlier),High-Stakes Espionage Thrillers,"Characterized by intricate plots, high-octane action sequences, and morally complex protagonists.",(sub-outlier),12.35205,5.7610188
tt0112453,8,1.0,11,0.04854424920849916,-1,Whimsical Animated Adventures → (sub-outlier),Whimsical Animated Adventures,"These films unite with their charming protagonists, stunning visuals, and joyful emotional expression.",(sub-outlier),9.707578,13.50374
tt0112461,-1,0.0,16,0.06165681720339842,-1,Outlier,,,,7.9645286,8.955211
tt0112462,7,0.6687093757102006,14,0.034337856766931456,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),8.508965,10.368383
tt0112471,27,1.0,20,0.01966307258220775,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),11.919013,8.704563
tt0112536,3,1.0,9,4.574639053315389e-308,-1,Underdog Sports Inspirations → (sub-outlier),Underdog Sports Inspirations,Films about overcoming adversity through sports and friendship.,(sub-outlier),6.7799206,8.124156
tt0112573,18,0.9123457308296208,19,0.06987652583285497,-1,Leaders and Aristocrats → (sub-outlier),Leaders and Aristocrats,Films about powerful leaders and their struggles with morality and class.,(sub-outlier),9.082094,10.018417
tt0112579,27,1.0,20,0.05907732667366729,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),11.657157,8.766886
tt0112606,27,1.0,26,1.9995064844266335e-307,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),13.127717,8.877631
tt0112634,7,1.0,13,0.04049689153642559,1,Cosmic Science Odyssey Films → American Cosmic Comedies,Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",American Cosmic Comedies,8.053416,9.10291
tt0112641,-1,0.0,36,0.034840199007270214,-1,Outlier,,,,11.127176,6.1168904
tt0112642,11,1.0,14,0.03147800237406242,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.3874235,11.542412
tt0112682,7,1.0,13,0.03607460693658409,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),7.485996,10.338181
tt0112688,-1,0.0,33,0.02461016649548901,-1,Outlier,,,,10.534979,5.7376614
tt0112697,20,1.0,27,1.8432273985987024e-307,-1,Coming-of-Age Neighborhood Tales → (sub-outlier),Coming-of-Age Neighborhood Tales,These films explore the bonds and formative experiences of young friends growing up in close-knit neighborhoods.,(sub-outlier),12.054484,9.804311
tt0112740,-1,0.0,42,0.09106085294473243,-1,Outlier,,,,12.325567,5.7698255
tt0112817,-1,0.0,15,0.029881707685340222,-1,Outlier,,,,8.590076,9.5574465
tt0112818,37,1.0,40,3.3789051265177212e-307,-1,Southern Family Dramas → (sub-outlier),Southern Family Dramas,Films exploring family struggles and moral conflicts set in the American South.,(sub-outlier),10.436379,6.663008
tt0112851,42,1.0,41,7.453265752283112e-307,-1,High-Octane Thrill Ride → (sub-outlier),High-Octane Thrill Ride,These films combine intense action and suspense with a focus on daring heroics.,(sub-outlier),11.613512,5.892465
tt0112864,36,1.0,41,3.680415964235772e-307,-1,Gritty Urban Psychological Thrillers → (sub-outlier),Gritty Urban Psychological Thrillers,"These films explore the darker aspects of human nature through flawed, emotionally withdrawn protagonists navigating crime-ridden urban landscapes.",(sub-outlier),11.18602,5.4900837
tt0112870,2,1.0,4,0.004600840273625322,1,Indian Family Thrillers → Romantic Indian Family Rail,Indian Family Thrillers,"These films unite by exploring the complexities of family, culture, and justice in India.",Romantic Indian Family Rail,12.72928,12.738744
tt0112913,4,1.0,10,0.016963402430369583,-1,Beneath the Neon Veil → (sub-outlier),Beneath the Neon Veil,Unifying Asian-driven narratives with supernatural and martial arts elements.,(sub-outlier),12.880994,11.124083
tt0112986,-1,0.0,19,0.05100397835906704,-1,Outlier,,,,8.8004875,9.66334
tt0113061,6,0.9859758861715857,5,0.015535496981429055,-1,Hopeful Harmonies and Heartstrings → (sub-outlier),Hopeful Harmonies and Heartstrings,"These films celebrate the power of music, art, and emotional expression to uplift and inspire.",(sub-outlier),5.1475,10.803462
tt0113063,42,1.0,40,3.821699147840719e-307,-1,High-Octane Thrill Ride → (sub-outlier),High-Octane Thrill Ride,These films combine intense action and suspense with a focus on daring heroics.,(sub-outlier),11.56035,5.7830462
tt0113071,10,1.0,18,1.8289971524632532e-307,-1,Medieval Epic Quests → (sub-outlier),Medieval Epic Quests,"Films featuring heroic protagonists, medieval settings, and action-packed adventures.",(sub-outlier),9.418326,9.768463
tt0113161,28,0.3351353591295384,30,0.023104772954057447,-1,LA Noir Thrillers → (sub-outlier),LA Noir Thrillers,Character-driven crime thrillers set in Los Angeles and California,(sub-outlier),10.999981,7.5546846
tt0113168,39,0.5923120761569849,40,0.04092455647620003,-1,Psychological Crime Thrillers → (sub-outlier),Psychological Crime Thrillers,Unifying these films is their exploration of the darker aspects of human psychology and crime.,(sub-outlier),10.200646,5.55356
tt0113189,38,1.0,42,1.6585550410745797e-307,-1,High-Stakes Espionage Thrillers → (sub-outlier),High-Stakes Espionage Thrillers,"Characterized by intricate plots, high-octane action sequences, and morally complex protagonists.",(sub-outlier),12.868448,6.1782146
tt0113199,11,1.0,8,0.016709288832396762,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.56761,12.016508
tt0113221,34,1.0,13,0.0648664472685777,-1,Psychological Horror Subgenre → (sub-outlier),Psychological Horror Subgenre,Character-driven horror films emphasizing psychological terror and unease.,(sub-outlier),8.3990135,7.159428
tt0113228,27,1.0,20,0.07034714399365993,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),12.819226,9.511548
tt0113243,-1,0.0,41,0.05085446338522665,-1,Outlier,,,,11.690651,6.349773
tt0113247,29,0.7631086144720671,22,0.046955043522019756,-1,European Police Thrillers → (sub-outlier),European Police Thrillers,Characterized by intellectual complexity and suspenseful plot twists.,(sub-outlier),10.4274,6.878568
tt0113277,28,1.0,30,1.8249596589185665e-307,-1,LA Noir Thrillers → (sub-outlier),LA Noir Thrillers,Character-driven crime thrillers set in Los Angeles and California,(sub-outlier),11.141271,7.2048783
tt0113375,-1,0.0,40,0.03245976850562662,-1,Outlier,,,,10.905809,6.0618014
tt0113409,21,0.46166556541110526,34,0.028864775751516396,-1,Dark Fantasy Atmosphere → (sub-outlier),Dark Fantasy Atmosphere,"These films combine fantastical elements with dark, foreboding atmospheres and a focus on mood.",(sub-outlier),8.381596,8.007924
tt0113419,11,0.9302506252502646,14,0.03173320110915315,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.363162,11.574961
tt0113449,34,1.0,13,0.03334164600553873,-1,Psychological Horror Subgenre → (sub-outlier),Psychological Horror Subgenre,Character-driven horror films emphasizing psychological terror and unease.,(sub-outlier),7.90953,7.104473
tt0113472,4,1.0,31,0.005723117228194764,-1,Beneath the Neon Veil → (sub-outlier),Beneath the Neon Veil,Unifying Asian-driven narratives with supernatural and martial arts elements.,(sub-outlier),13.223804,10.829985
tt0113481,7,1.0,13,0.028110211577449425,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),7.794049,10.340906
tt0113492,7,1.0,13,6.484626821993797e-308,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),7.700548,10.350982
tt0113497,11,1.0,14,1.1028331903255923e-307,-1,Family Adventure Fantasies → (sub-outlier),Family Adventure Fantasies,"These films celebrate wholesome, adventurous storytelling with lovable family protagonists.",(sub-outlier),9.3904705,11.816087
tt0113537,27,1.0,26,0.08802132710695562,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),12.607423,8.956737
tt0113568,8,1.0,11,9.509746320586402e-308,-1,Whimsical Animated Adventures → (sub-outlier),Whimsical Animated Adventures,"These films unite with their charming protagonists, stunning visuals, and joyful emotional expression.",(sub-outlier),10.491868,13.121148
tt0113613,-1,0.0,22,0.032893991845315905,-1,Outlier,,,,11.0754,7.0844016
tt0113627,27,1.0,20,0.05389889315076544,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),11.738163,8.739018
tt0113651,4,1.0,10,0.02169439536367225,-1,Beneath the Neon Veil → (sub-outlier),Beneath the Neon Veil,Unifying Asian-driven narratives with supernatural and martial arts elements.,(sub-outlier),12.577285,10.630228
tt0113749,27,1.0,26,0.07224278576699415,-1,Romantic Drama Turmoil → (sub-outlier),Romantic Drama Turmoil,"These films explore intense, emotionally charged relationships and their struggles.",(sub-outlier),12.91174,9.0269375
tt0113824,4,1.0,8,6.133966086303304e-308,-1,Beneath the Neon Veil → (sub-outlier),Beneath the Neon Veil,Unifying Asian-driven narratives with supernatural and martial arts elements.,(sub-outlier),11.744049,12.284724
tt0113855,14,0.6931546021756319,15,0.01897115033283836,-1,Medieval Quest Fantasies → (sub-outlier),Medieval Quest Fantasies,Characterized by heroic journeys and epic battles set in fantastical medieval realms.,(sub-outlier),8.517129,10.492708
tt0113918,40,1.0,37,4.850726291018733e-307,-1,Exploring Moral Turmoil → (sub-outlier),Exploring Moral Turmoil,These films delve into the complexities of human morality and its consequences.,(sub-outlier),10.878764,5.9304566
tt0113957,7,1.0,13,0.0361203963762568,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),8.034084,9.950385
tt0114069,7,1.0,13,0.0411572367780088,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),8.011433,9.730991
tt0114086,25,1.0,24,1.9465706421440205e-307,-1,French Romantic Turmoil → (sub-outlier),French Romantic Turmoil,Exploring the complexities and passions of love in France.,(sub-outlier),10.58439,7.689303
tt0114148,8,1.0,11,0.04801119064379251,-1,Whimsical Animated Adventures → (sub-outlier),Whimsical Animated Adventures,"These films unite with their charming protagonists, stunning visuals, and joyful emotional expression.",(sub-outlier),9.701901,13.61341
tt0114168,-1,0.0,21,0.025507389629697445,-1,Outlier,,,,8.624151,8.381847
tt0114214,10,0.6965275792891966,18,0.029040495194448932,-1,Medieval Epic Quests → (sub-outlier),Medieval Epic Quests,"Films featuring heroic protagonists, medieval settings, and action-packed adventures.",(sub-outlier),9.812934,9.417579
tt0114230,2,1.0,4,0.013962875186384026,-1,Indian Family Thrillers → (sub-outlier),Indian Family Thrillers,"These films unite by exploring the complexities of family, culture, and justice in India.",(sub-outlier),12.7225685,12.983439
tt0114234,5,0.5708859606453942,6,0.027343609360695728,-1,Whimsical Romantic Musicals → (sub-outlier),Whimsical Romantic Musicals,"Characterized by their enchanting blend of music, romance, and visual beauty.",(sub-outlier),5.9445543,12.51605
tt0114287,-1,0.0,10,0.058111274919343224,-1,Outlier,,,,9.215091,9.821275
tt0114369,33,0.7492045078423589,32,0.08216128761593963,-1,Thrillers of Deception → (sub-outlier),Thrillers of Deception,"These films expertly weave together mystery, suspense, and crime to create a complex web of deception.",(sub-outlier),9.613975,6.081886
tt0114388,-1,0.0,27,0.026126815016208203,-1,Outlier,,,,10.614844,9.1536665
tt0114508,7,1.0,13,0.022613100772889826,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),7.6763406,9.744374
tt0114558,7,1.0,13,0.0264226230572523,-1,Cosmic Science Odyssey Films → (sub-outlier),Cosmic Science Odyssey Films,"Characterized by futuristic, sci-fi narratives exploring scientific concepts and technological advancements.",(sub-outlier),7.853527,10.281462
tt0114608,21,1.0,34,1.522287384313144e-307,-1,Dark Fantasy Atmosphere → (sub-outlier),Dark Fantasy Atmosphere,"These films combine fantastical elements with dark, foreboding atmospheres and a focus on mood.",(sub-outlier),8.261521,8.808258
tt0114609,28,1.0,41,1.6500779648700086e-307,-1,LA Noir Thrillers → (sub-outlier),LA Noir Thrillers,Character-driven crime thrillers set in Los Angeles and California,(sub-outlier),10.842643,7.222844
