imdb_id,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Rating_Internet_Movie_Database,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,_fetch_date,_poster_path,Rating_Rotten_Tomatoes,Rating_Metacritic
tt0093223,House of Games,1987,R,14 Oct 1987,102 min,"Crime, Thriller",David Mamet,"David Mamet, Jonathan Katz","Lindsay Crouse, Joe Mantegna, Mike Nussbaum","A famous psychologist, Margaret Ford, decides to try to help one of her patients get out of a gambling debt. She visits the bar where Mike, to whom the debt is owed, runs poker games. He convinces her to help him in a game: her assignment is to look for ""tells"", or give-away body language. What seems easy to her becomes much more complex.","English, Latin",United States,6 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjBhODMyNmUtNTNhMS00OTU1LWFlOTgtZjU1YjkzNDI1MWU5XkEyXkFqcGc@._V1_SX300.jpg,7.2/10,78,7.2,"24,433",tt0093223,movie,N/A,"$2,585,639",N/A,N/A,True,2026-02-20T01:20:25.363787,extra_data/posters/tt0093223.jpg,93%,78/100
tt0072067,Act of Vengeance,1974,R,18 Aug 1974,90 min,"Crime, Drama, Horror",Bob Kelljan,"David Kidd, H.R. Christian","Jo Ann Harris, Peter Brown, Jennifer Lee Pryor",Linda gets raped by a man in a hockey mask. She finds that a few other women have had the same treatment. Together they form a squad that starts looking for the man and also changes the mind of would-be rapists.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTM5NjZlOWMtOWFiNS00MDA0LThjYWEtY2I1NTllM2JhMThkXkEyXkFqcGc@._V1_SX300.jpg,5.5/10,N/A,5.5,"1,118",tt0072067,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:26.687941,extra_data/posters/tt0072067.jpg,,
tt0106557,Children of the Corn II: The Final Sacrifice,1992,R,29 Jan 1993,92 min,"Horror, Thriller",David Price,"A L Katz, Gilbert Adler, Stephen King","Terence Knox, Paul Scherrer, Ryan Bollman","Belated sequel to the '84 film. 8 years after the first, authorities discover the mutilated bodies of adults in the secluded town of Gatlin, Nebraska and children hiding in the corn. Enter John Garrett (Terence Knox) and son Danny (Paul Scherrer) who head for Gatlin on a story and get caught up in this mess when an orphan named Micah (Ryan Bollman) is possessed by He Who Walks Behind The Rows.","English, Hopi",United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BZjZjNWE4ZTEtOTZlNi00MDMwLWFiZWItMGZmMzcxOTEwMmRkXkEyXkFqcGc@._V1_SX300.jpg,4.4/10,18,4.4,"10,069",tt0106557,movie,N/A,"$6,980,986",N/A,N/A,True,2026-02-20T01:20:27.992433,extra_data/posters/tt0106557.jpg,30%,18/100
tt0078405,The Toolbox Murders,1978,R,03 Mar 1978,93 min,"Horror, Mystery, Thriller",Dennis Donnelly,"Neva Friedenn, Robert Easter, Ann Kindberg","Cameron Mitchell, Pamelyn Ferdin, Wesley Eure","A lunatic runs around an apartment complex, apparently home only to attractive flight attendants with a tendency towards exhibitionism. While there, the lunatic tries to kill all the tenants with the contents of a toolbox. Based (probably quite loosely) on a true story.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDRjMGVkZGYtYzc0OS00YWJiLTk3NTYtNjgxZTc3NjkzODk1XkEyXkFqcGc@._V1_SX300.jpg,5.2/10,35,5.2,"5,131",tt0078405,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:29.269926,extra_data/posters/tt0078405.jpg,13%,35/100
tt3727202,Life on the Line,2015,R,18 Nov 2016,97 min,"Action, Thriller",David Hackl,"Chad Dubea, Primo Brown, Marvin Peart","John Travolta, Kate Bosworth, Devon Sawa","LIFE ON THE LINE is a riveting action thriller and family drama centered on Beau (John Travolta), his beloved niece Bailey (Kate Bosworth) and the hardworking men who risk their lives to work ""on the line"" and keep the electric grid running. These unsung heroes brave raging storms and dangerously dizzying heights in their dedication to keeping the populace safe. Toiling hundreds of feet in the air on wires carrying as much as 500,000 volts of electricity, tragedy is often inches away. Haunted by the electrocution death of his brother, Beau is devoted to Bailey and determined to see her go off to college and away from the life of linemen. Bailey has other plans, which include the strapping second-generation lineman Duncan (Devon Sawa), whom Beau despises. A deadly tempest is brewing and headed straight to their Texas town. Beau, Duncan and a legion of linemen are thrust into the eye of the storm and must face down impending disaster to keep their community connected. This compelling action drama also stars Sharon Stone, Ryan Robbins, Julie Benz and Gil Bellows.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTUzNjc0NTU0OF5BMl5BanBnXkFtZTgwMTE5NDgyMDI@._V1_SX300.jpg,5.2/10,24,5.2,"6,775",tt3727202,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:30.554599,extra_data/posters/tt3727202.jpg,0%,24/100
tt0114608,Tales from the Crypt: Demon Knight,1995,R,13 Jan 1995,92 min,"Action, Fantasy, Horror",Ernest R. Dickerson,"Ethan Reiff, Cyrus Voris, Mark Bishop","Billy Zane, William Sadler, Jada Pinkett Smith","Brayker is a man who carries the last of seven keys, special containers which held the blood of Christ and were scattered across the universe to prevent the forces of evil from taking over. If The Collector gets the last key, the universe will fall into Chaos, and he has been tracking Brayker all the way to a small inn in a nowhere town. And now the final battle for the universe begins......",English,United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BNjY0ZGJkYjYtOTI4Ni00MzJiLTg2OWItMmJmNWMxODIzOTM5XkEyXkFqcGc@._V1_SX300.jpg,6.7/10,48,6.7,"27,535",tt0114608,movie,N/A,"$21,089,146",N/A,N/A,True,2026-02-20T01:20:31.849943,extra_data/posters/tt0114608.jpg,45%,48/100
tt1308729,Bullet to the Head,2012,R,01 Feb 2013,92 min,"Action, Crime, Thriller",Walter Hill,"Alessandro Camon, Alexis Nolent, Colin Wilson","Sylvester Stallone, Jason Momoa, Christian Slater","In New Orleans, hit men James Bonomo, a.k.a. Jimmy Bobo, and Louis Blanchard execute dirty cop Hank Greely in a hotel room. But they are betrayed and Louis is stabbed in a bar by a mercenary named Keegan while waiting for the payment of the contract. Meanwhile, Washington D.C. police detective Taylor Kwon comes to New Orleans to investigate the murder of Greely, who had stolen evidence from the New Orleans Police Department. Soon he is shot by two dirty detectives but Jimmy saves his life. Jimmy brings Taylor to the shop of his daughter Lisa and she removes the bullet from his shoulder and nurses him. Taylor and Jimmy form the most unlikely partnership to investigate the crimes and after contacting the intermediate Ronnie Earl that had hired Jimmy and Louis, they discover a network of corruption formed by the lawyer Marcus Baptiste and the entrepreneur Robert Nkomo Morel.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTM4NzUyMjk2NV5BMl5BanBnXkFtZTcwOTUxNDc5OA@@._V1_SX300.jpg,5.7/10,48,5.7,"54,097",tt1308729,movie,N/A,"$9,489,829",N/A,N/A,True,2026-02-20T01:20:33.068646,extra_data/posters/tt1308729.jpg,44%,48/100
tt6749318,Speed Kills,2018,R,16 Nov 2018,102 min,"Action, Crime, Drama",Jodi Scurfield,"David Aaron Cohen, John Luessenhop, Paul Castro","John Travolta, Katheryn Winnick, Jennifer Esposito",Speedboat racing champion and multimillionaire Ben Aronoff leads a double life that lands him in trouble with the law and drug lords.,"English, Spanish","Puerto Rico, United States",2 wins total,https://m.media-amazon.com/images/M/MV5BOTZkMzYwMDEtNzRjNi00YTE1LTkwYjMtOWU4Mzg1NGVhZjQ3XkEyXkFqcGc@._V1_SX300.jpg,4.3/10,19,4.3,"4,190",tt6749318,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:34.315189,extra_data/posters/tt6749318.jpg,0%,19/100
tt0073453,Night Moves,1975,R,30 Aug 1975,100 min,"Crime, Drama, Mystery",Arthur Penn,Alan Sharp,"Gene Hackman, Jennifer Warren, Edward Binns","Los Angeles private investigator Harry Moseby is hired by a client to find her runaway teenage daughter. Moseby tracks the daughter down, only to stumble upon something much more intriguing and sinister.","English, Spanish, French",United States,Nominated for 1 BAFTA Award2 nominations total,https://m.media-amazon.com/images/M/MV5BMmYyOWM0ZGQtYzQ4My00NGY3LTg1YTctYTQ5NzY3ODBmN2Q2XkEyXkFqcGc@._V1_SX300.jpg,7.1/10,82,7.1,"19,764",tt0073453,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:35.575295,extra_data/posters/tt0073453.jpg,78%,82/100
tt0260991,Joint Security Area,2000,Not Rated,09 Sep 2000,110 min,"Action, Drama, Thriller",Park Chan-wook,"Park Chan-wook, Kim Hyun-seok, Seong-san Jeong","Lee Yeong-ae, Lee Byung-hun, Song Kang-ho","In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining rounds in the assassin's magazine, amount to 16 cartridges for a gun that should normally hold 15. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.","Korean, English, German",South Korea,22 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTI1NDA4NTMyN15BMl5BanBnXkFtZTYwNTA2ODc5._V1_SX300.jpg,7.7/10,58,7.7,"37,133",tt0260991,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:36.837499,extra_data/posters/tt0260991.jpg,88%,58/100
tt0107254,Jason Goes to Hell: The Final Friday,1993,R,13 Aug 1993,87 min,"Fantasy, Horror, Thriller",Adam Marcus,"Jay Huguely, Adam Marcus, Dean Lorey","John D. LeMay, Kari Keegan, Kane Hodder",The secret of Jason's evil is revealed. It is up to the last remaining descendant of the Voorhees family to stop Jason before he becomes immortal and unstoppable. This is the final (?) battle to end Jason's reign of terror forever.,English,United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BMWVmZjc4YjYtYmY3Mi00MTY2LWIzMzctMjQ2MGEwNzE2YTZlXkEyXkFqcGc@._V1_SX300.jpg,4.1/10,17,4.1,"39,964",tt0107254,movie,N/A,"$15,935,068",N/A,N/A,True,2026-02-20T01:20:38.087890,extra_data/posters/tt0107254.jpg,15%,17/100
tt0947802,Lakeview Terrace,2008,PG-13,19 Sep 2008,110 min,"Crime, Drama, Thriller",Neil LaBute,"David Loughery, Howard Korder","Samuel L. Jackson, Patrick Wilson, Kerry Washington","In California, Caucasian Chris Mattson and his African-American wife Lisa Mattson move into a house in a gated community. Their racist, dysfunctional next-door neighbor is the abusive LAPD Officer Abel Turner who feels uncomfortable with the relationship of the newcomers and transforms their lives into Hell on Earth.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTI0MzI0NDI4Ml5BMl5BanBnXkFtZTcwOTk4ODk3MQ@@._V1_SX300.jpg,6.2/10,47,6.2,"58,912",tt0947802,movie,N/A,"$39,263,506",N/A,N/A,True,2026-02-20T01:20:39.266812,extra_data/posters/tt0947802.jpg,44%,47/100
tt2726552,A Kind of Murder,2016,R,16 Dec 2016,95 min,"Crime, Drama, Mystery",Andy Goddard,"Susan Boyd, Patricia Highsmith","Patrick Wilson, Jessica Biel, Haley Bennett","A psychological noir thriller set in 1960's New York based on Patricia Highsmith's novel, 'The Blunderer'. Walter Stackhouse is rich, successful and unhappily married to the beautiful but damaged Clara. His desire to be free of her feeds his obsession with Kimmel, a man suspected of brutally murdering his own wife. But when Clara is found dead in suspicious circumstances, Walter's string of lies and his own guilty thoughts seem enough to condemn him. As his life becomes dangerously entwined with Kimmel's, a ruthless cop is increasingly convinced he has found a copycat killer in Walter and aims to nail both murderers.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjAwNDA1NjcwN15BMl5BanBnXkFtZTgwMDY0MDA2MDI@._V1_SX300.jpg,5.3/10,50,5.3,"8,766",tt2726552,movie,N/A,"$2,915",N/A,N/A,True,2026-02-20T01:20:40.446682,extra_data/posters/tt2726552.jpg,35%,50/100
tt1524137,Contraband,2012,R,13 Jan 2012,109 min,"Action, Adventure, Crime",Baltasar Kormákur,"Aaron Guzikowski, Arnaldur Indriðason, Óskar Jónasson","Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale","Chris Faraday once smuggled illegal items or contraband into the country on freighters. He left that life behind, got married, has a family and went legit. But when his brother-in-law got involved with Briggs, a drug dealer and when he blew a deal, Briggs demands restitution which he can't deliver. So Chris offers to find a way to pay Briggs but then he threatens Chris' family if he doesn't deliver. So he gets on a freighter destined for Panama and he sets out to bring back some counterfeit currency. Briggs ""goes to see"" Chris' family. When Chris learns of this he asks his friend Sebastian to take care of them which he does. He tells Chris that it would be better to bring drugs instead of the cash.","English, Spanish","United Kingdom, France, United States",1 win total,https://m.media-amazon.com/images/M/MV5BMjE3NzY5NTg0OF5BMl5BanBnXkFtZTcwODk4MzgxNw@@._V1_SX300.jpg,6.4/10,51,6.4,"128,790",tt1524137,movie,N/A,"$66,528,000",N/A,N/A,True,2026-02-20T01:20:41.654013,extra_data/posters/tt1524137.jpg,50%,51/100
tt0050086,3:10 to Yuma,1957,Approved,07 Aug 1957,92 min,"Adventure, Drama, Thriller",Delmer Daves,"Halsted Welles, Elmore Leonard","Glenn Ford, Van Heflin, Felicia Farr","After outlaw leader Ben Wade is captured in a small town, his gang continue to threaten. Small-time rancher Dan Evans is persuaded to take Wade in secret to the nearest town with a railway station to await the train to the court at Yuma. Once the two are holed up in the hotel to wait it becomes apparent the secret is out, and a battle of wills starts.",English,United States,Nominated for 1 BAFTA Award1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BNjQ2OTJmNDEtOGViNi00ZjY3LTlkZDItOWQ2MzZhZTMwMWM4XkEyXkFqcGc@._V1_SX300.jpg,7.6/10,80,7.6,"23,508",tt0050086,movie,N/A,"$4,033,000",N/A,N/A,True,2026-02-20T01:20:42.902733,extra_data/posters/tt0050086.jpg,94%,80/100
tt0077530,Eyes of Laura Mars,1978,R,02 Aug 1978,104 min,"Mystery, Thriller",Irvin Kershner,"John Carpenter, David Zelag Goodman, Tommy Lee Jones","Faye Dunaway, Tommy Lee Jones, Brad Dourif","Suddenly Laura Mars can see through the eyes of a serial killer as he commits his crimes. She contacts the police and with the aid of a police detective, tries to stop the killer. But first, they have to figure out who it is.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNzE0NDU1MjAtZmU0Ny00ZTU3LTgzYWItMWEyYzhkZGQ2Y2M3XkEyXkFqcGc@._V1_SX300.jpg,6.2/10,49,6.2,"12,530",tt0077530,movie,N/A,"$20,000,000",N/A,N/A,True,2026-02-20T01:20:44.127612,extra_data/posters/tt0077530.jpg,62%,49/100
tt7464188,In Fabric,2018,R,06 Dec 2019,118 min,"Comedy, Drama, Fantasy",Peter Strickland,Peter Strickland,"Sidse Babett Knudsen, Marianne Jean-Baptiste, Julian Barratt","In Fabric is a haunting ghost story set against the backdrop of a busy winter sales period in a department store and follows the life of a cursed dress as it passes from person to person, with devastating consequences.","English, French",United Kingdom,11 wins & 31 nominations total,https://m.media-amazon.com/images/M/MV5BNzE5MGE2MTItMmM2Zi00NTI4LTg0MjItMjc2ZDU0MjJkOGIwXkEyXkFqcGc@._V1_SX300.jpg,6.2/10,81,6.2,"14,901",tt7464188,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:45.377581,extra_data/posters/tt7464188.jpg,92%,81/100
tt0427954,The Protector,2005,R,08 Sep 2006,111 min,"Action, Crime, Drama",Prachya Pinkaew,"Napalee, Piyaros Thongdee, Joe Wannapin","Tony Jaa, Nathan Jones, Xing Jin","In Bangkok, the young Kham was raised by his father in the jungle with elephants as members of their family. When his old elephant and the baby Kern are stolen by criminals, Kham finds that the animals were sent to Sidney. He travels to Australia, where he locates the baby elephant in a restaurant owned by the evil Madame Rose, the leader of an international Thai mafia. With the support of the efficient Thai sergeant Mark, who was involved in a conspiracy, Kham fights to rescue the animal from the mobsters.","Thai, English, Mandarin, Vietnamese","Thailand, United States, Hong Kong, France, Australia",N/A,https://m.media-amazon.com/images/M/MV5BM2JhMjVjZTktODVkYi00ZTM2LTlkMDAtMDBhMDVjYTQxZmYzXkEyXkFqcGc@._V1_SX300.jpg,7.0/10,52,7.0,"39,578",tt0427954,movie,N/A,"$12,044,087",N/A,N/A,True,2026-02-20T01:20:46.616567,extra_data/posters/tt0427954.jpg,53%,52/100
tt0479500,Nancy Drew,2007,PG,15 Jun 2007,99 min,"Comedy, Crime, Family",Andrew Fleming,"Andrew Fleming, Tiffany Paulsen, Mildred Wirt Benson","Emma Roberts, Tate Donovan, Max Thieriot","Nancy Drew accompanies her father on a business trip to Los Angeles California. Nancy booked an abandoned house for them to stay in hiding the mystery of a movie star's murder from her father as a promise that she would stay out of trouble and be normal. Fitting into high school as a normal teen turns out to be harder than it sounds, for Nancy Drew. She soon befriends a younger boy and determines that the sleuthing world is where she belongs. While snooping through the attic, she finds a letter from the Hollywood star, Dehlia Draycott, written to someone named 'Z'. This leads Nancy on a wild goose chase.",English,United States,7 nominations total,https://m.media-amazon.com/images/M/MV5BNWRiMWViNjQtNDY1Yy00ZDIzLWFjMTMtMzE4MmE4ZGE2NWQ2XkEyXkFqcGc@._V1_SX300.jpg,5.9/10,53,5.9,"22,191",tt0479500,movie,N/A,"$25,661,055",N/A,N/A,True,2026-02-20T01:20:47.872351,extra_data/posters/tt0479500.jpg,50%,53/100
tt0110725,On Deadly Ground,1994,R,18 Feb 1994,101 min,"Action, Adventure, Thriller",Steven Seagal,"Ed Horowitz, Robin U. Russin","Steven Seagal, Michael Caine, Joan Chen","Forrest Taft (Steven Seagal) is an environmental Agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt C.E.O., Michael Jennings (Sir Michael Caine), is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him. He even makes commercials that make him look like he cares about the environment. Jennings is almost finished with building his new state-of-the art oil rig: AEGIS-1. The problem is that if he doesn't finish building the rig in thirteen days, the land rights will be returned to the Eskimos and the Alaskan Government. When Jennings finds out that Taft's best friend Hugh Palmer (Richard Hamilton) has a computer disk that contains information about defective equipment on AEGIS-1, he sends out his goons to murder Palmer. When Taft tries to interfere, Jennings tries to kill Taft. But an Eskimo woman named Masu (Joan Chen), who introduces Taft to her father Silook (Chief Irvin Brink), the Chief of her tribe, rescues Taft. With Masu's help, Taft begins a trek through the Alaskan wilderness, heading straight for AEGIS-1 and to destroy it before it destroys all of the forest.","English, Inuktitut",United States,1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BNWM0MTM2YWItYzg2My00MTNhLWFlOGYtMjRiMDcyYmFmNThmXkEyXkFqcGc@._V1_SX300.jpg,4.6/10,33,4.6,"26,625",tt0110725,movie,N/A,"$38,590,458",N/A,N/A,True,2026-02-20T01:20:49.138535,extra_data/posters/tt0110725.jpg,14%,33/100
tt5670152,Traffik,2018,R,20 Apr 2018,96 min,"Action, Thriller",Deon Taylor,Deon Taylor,"Priscilla Quintana, Luke Goss, Paula Patton","John, a mechanic who's built a '69 Corvette hot rod for his girlfriend Brea's birthday present, is planning to propose to her at a romantic weekend at a cabin. Brea needs the holiday away as she just got fired as a newspaper journalist for being too thorough. The proposal is leaked at the birthday dinner with the couple lending them the cabin. What are friends for? At a gas station on the way there, they bump into some unpleasant bikers and a scared woman. The ""cabin"" turns out to be so much more than just a cabin as they have rich friends. The romantic weekend turns into hell when the bikers et al find them after Brea accidentally got some of their secrets.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMjIzMzc4MDAzM15BMl5BanBnXkFtZTgwMDA3NjUyNTM@._V1_SX300.jpg,5.9/10,37,5.9,"22,233",tt5670152,movie,N/A,"$9,186,156",N/A,N/A,True,2026-02-20T01:20:50.318436,extra_data/posters/tt5670152.jpg,29%,37/100
tt7558302,Lying and Stealing,2019,R,12 Jul 2019,100 min,"Crime, Drama, Thriller",Matt Aselton,"Matt Aselton, Adam Nagata","Theo James, Emily Ratajkowski, Fred Melamed","Ivan ""Theo James"" is a gifted and discerning art thief who wants out. Elyse ""Emily Ratajkowski"" is an aspiring actress whose own past transgressions in Hollywood haunt her, as well as a mountain of debt.These two outsiders are drawn to each other.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTZiNDAxN2YtMjVmOC00YzExLTlhYTEtNWMyNjhkZWJiMWMyXkEyXkFqcGc@._V1_SX300.jpg,5.5/10,50,5.5,"7,446",tt7558302,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:51.660283,extra_data/posters/tt7558302.jpg,58%,50/100
tt2180994,A Good Marriage,2014,R,03 Oct 2014,102 min,"Action, Crime, Drama",Peter Askin,Stephen King,"Joan Allen, Anthony LaPaglia, Stephen Lang","After 25 years of a good marriage, what will Darcy do once she discovers her husband's sinister secret?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk3MjY2ODgwNl5BMl5BanBnXkFtZTgwMTQ0Mjg0MjE@._V1_SX300.jpg,5.3/10,43,5.3,"13,432",tt2180994,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:52.845347,extra_data/posters/tt2180994.jpg,32%,43/100
tt5186714,The Salesman,2016,PG-13,31 Aug 2016,124 min,"Drama, Thriller",Asghar Farhadi,Asghar Farhadi,"Shahab Hosseini, Taraneh Alidoosti, Mina Sadati","Forced to leave their collapsing house, Ranaa and Emad, an Iranian couple who happen to be performers rehearsing for Arthur Miller's ""Death of a Salesman"" rent a new apartment from one of their fellow performers. Unaware of the fact that the previous tenant had been a woman of ill repute having many clients, they settle down. By a nasty turn of events one of the clients pays a visit to the apartment one night while Ranaa is alone at home taking a bath and the aftermath turns the peaceful life of the couple upside down.","Persian, English","Iran, France, Qatar, United States",Won 1 Oscar. 17 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BMTg2MTc0ODEwOV5BMl5BanBnXkFtZTgwNDAyOTY1MDI@._V1_SX300.jpg,7.7/10,85,7.7,"66,807",tt5186714,movie,N/A,"$2,402,067",N/A,N/A,True,2026-02-20T01:20:54.021842,extra_data/posters/tt5186714.jpg,96%,85/100
tt0115986,The Crow: City of Angels,1996,R,30 Aug 1996,84 min,"Action, Crime, Fantasy",Tim Pope,"James O'Barr, David S. Goyer","Vincent Perez, Mia Kirshner, Richard Brooks","Some time ago, Ashe Corven and his son Danny were killed when they stumbled across a pack of drug dealers murdering a fellow dealer. The dealers work for Los Angeles drug kingpin Judah Earl. Local tattoo artist Sarah, who has great knowledge of the crow legend because of what happened with her late friend Eric Draven, has been having dreams about Ashe and Danny. One night when a crow leads her to the scene of the murders of Ashe and Danny, Ashe appears before her. The crow has resurrected Ashe, so Ashe can go after Judah and his right hand man Curve. With the guidance of the crow, Ashe starts killing off Judah's men one by one, on his way to Judah.",English,United States,2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZWZjMjVhZDktMDAwNi00MDIzLTg3MzEtMDE2NTNmMzkwNWY1XkEyXkFqcGc@._V1_SX300.jpg,4.6/10,N/A,4.6,"23,037",tt0115986,movie,N/A,"$17,917,287",N/A,N/A,True,2026-02-20T01:20:55.297756,extra_data/posters/tt0115986.jpg,16%,
tt0094731,Betrayed,1988,R,26 Aug 1988,127 min,"Crime, Drama, Thriller",Costa-Gavras,Joe Eszterhas,"Debra Winger, Tom Berenger, John Heard","A woman starts work on a farm, and gets to know the owner. They get on well, and she also gets on with his children. He asks her to stay on when the work is finished. Things are not what they seem, and we discover the woman is actually an FBI agent...",English,"Japan, United States",N/A,https://m.media-amazon.com/images/M/MV5BZGMwZmJhMmYtM2I5My00ODYxLWI3NmEtNGJmMTI5OTM2MDE0XkEyXkFqcGc@._V1_SX300.jpg,6.3/10,N/A,6.3,"7,496",tt0094731,movie,N/A,"$25,816,139",N/A,N/A,True,2026-02-20T01:20:56.485028,extra_data/posters/tt0094731.jpg,36%,
tt0099385,Death Warrant,1990,R,14 Sep 1990,89 min,"Action, Crime, Mystery",Deran Sarafian,David S. Goyer,"Jean-Claude Van Damme, Robert Guillaume, Cynthia Gibb","The Canadian policeman Louis Burke is assigned in a jail to investigate some murders of prisoners and jailors. When in jail, Lois, using his outstandings martial arts, is able to save his life and make himself respected in that violent world. At last, helped by two another prisoners, he succeeds in finding the truth about the dreadful crimes.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDZhYmNlZjQtN2ZkOS00NGQ3LThmZGUtYTI2NzIzNmFlNDQ4XkEyXkFqcGc@._V1_SX300.jpg,5.7/10,34,5.7,"22,463",tt0099385,movie,N/A,"$16,853,487",N/A,N/A,True,2026-02-20T01:20:57.742639,extra_data/posters/tt0099385.jpg,0%,34/100
tt0070782,Terminal Island,1973,R,22 Jun 1973,88 min,"Action, Drama, Thriller",Stephanie Rothman,"James Barnett, Charles S. Swartz, Stephanie Rothman","Don Marshall, Phyllis Davis, Ena Hartman","In the wake of a Supreme Court decision to outlaw the death penalty, California passes an initiative that designates San Bruno island as a dumping spot for first-degree murder convicts, free to do what they like except leave. The main camp of convicts is controlled by the tyrannical Bobby, who rules with an iron hand, and the women are used as sex slaves. A.J. and a group of more free-minded murderers have escaped and gone into hiding. When A.J. and his men liberate the women from Bobby's custody, tensions mount to an all-out confrontation for control of the island.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTMwMDY0ZDAtNzZjNy00ZmM3LWFmZmYtMDM4OWRlODYwM2ZjXkEyXkFqcGc@._V1_SX300.jpg,5.3/10,N/A,5.3,"1,761",tt0070782,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:20:59.013063,extra_data/posters/tt0070782.jpg,,
tt0046911,Diabolique,1955,Not Rated,21 Nov 1955,117 min,"Crime, Drama, Horror",Henri-Georges Clouzot,"Pierre Boileau, Thomas Narcejac, Henri-Georges Clouzot","Simone Signoret, Véra Clouzot, Paul Meurisse","Christina Delassalle suffers greatly at the hands of her brutish husband Michel. She inherited the boys' boarding school they run but it's clearly Michel who is in charge. She and Nicole Horner, one of the teachers and Michel's former lover, decide to kill him. Christina, who has a serious condition, is terrified when, by chance, she meets a retired police inspector who decides to look into the case.","French, English",France,5 wins total,https://m.media-amazon.com/images/M/MV5BMDg5OTRmOTgtYzk0ZC00M2E5LWFmNzItMDc5NmNlMDM0MTdmXkEyXkFqcGc@._V1_SX300.jpg,8.1/10,N/A,8.1,"72,680",tt0046911,movie,N/A,N/A,N/A,N/A,True,2026-02-20T01:21:00.245295,extra_data/posters/tt0046911.jpg,95%,
tt3268668,Captive,2015,PG-13,18 Sep 2015,97 min,"Action, Biography, Crime",Jerry Jameson,"Brian Bird, Ashley Smith, Stacy Mattingly","Kate Mara, David Oyelowo, Mimi Rogers","On March 11, 2005, Brian Nichols escapes from the Fulton County courthouse in Atlanta, during his trial involving a rape case. In the process of the escape he murders the judge presiding over his trial, Rowland Barnes, as well as court reporter Julie Brandau. He also shoots Sergeant Hoyt Teasley while escaping from the courthouse, and then later kills ICE Special Agent David G. Wilhelm, who was off-duty at his home. Nichols becomes the subject of a citywide manhunt. His frantic escape brings him to the apartment of Ashley Smith, a single mother and recovering methamphetamine addict, whom he holds hostage. Smith gets through the time by being inspired by Rick Warren's best-selling book The Purpose Driven Life while Nichols searches for redemption. As she reads aloud, Smith and her would-be killer come to a crossroads..",English,"United States, Mexico",3 nominations total,https://m.media-amazon.com/images/M/MV5BMjMwNzIyNTY5N15BMl5BanBnXkFtZTgwOTUyNDEwNjE@._V1_SX300.jpg,5.4/10,36,5.4,"7,397",tt3268668,movie,N/A,"$2,583,301",N/A,N/A,True,2026-02-20T01:21:01.427208,extra_data/posters/tt3268668.jpg,28%,36/100
